COD_GRUPO,DES_GRUPO,COD_SUBGRUPO,DES_SUBGRUPO,COD_CLASE,DES_CLASE,COD_SUBCLASE,DES_SUBCLASE,COD_ARTICULO,DES_ARTICULO,ID_VARIEDAD,DES_VARIEDAD,tasa,grupo,gravado,cod_arancelario,codigo_mip,sector2
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1111,Productos de Panadería,11112,Galletas y masas secas,23,Galletas saladas,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1111,Productos de Panadería,11112,Galletas y masas secas,24,Galletas de Avena / Granola,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1111,Productos de Panadería,11113,Otros productos de panadería,29,Polvorones,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1111,Productos de Panadería,11113,Otros productos de panadería,32,Palomitas de maíz para microondas,18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1111,Productos de Panadería,11113,Otros productos de panadería,35,Violados,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1111,Productos de Panadería,11113,Otros productos de panadería,38,Dulces de harina rellenos,18,normal,1,,4,7
11,RESTAURANTES Y HOTELES,111,SERVICIOS DE SUMINISTRO DE COMIDAS POR CONTRATO,1111,"Restaurantes, cafés y establecimientos similares (S)",11112,"Desayunos, almuerzos, cenas y otras comidas preparadas para",111121,"Desayunos, almuerzos, cenas y otras comidas preparadas para",40,Friquitaqui,18,normal,1,,17,33
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11132,Otros cereales y derivados,41,Gofio,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1111,Productos de Panadería,11113,Otros productos de panadería,43,Arepitas fritas,18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1111,Productos de Panadería,11113,Otros productos de panadería,44,Bienmesabe,18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1111,Productos de Panadería,11113,Otros productos de panadería,46,Lengüita,18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1111,Productos de Panadería,11113,Otros productos de panadería,47,Mantecados,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1111,Productos de Panadería,11113,Otros productos de panadería,48,Masitas,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1111,Productos de Panadería,11113,Otros productos de panadería,49,Conconete,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1111,Productos de Panadería,11113,Otros productos de panadería,51,Cazabe,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1111,Productos de Panadería,11113,Otros productos de panadería,52,Churros sin relleno,18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1111,Productos de Panadería,11113,Otros productos de panadería,53,Tortilla de maíz (para tacos),0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1112,Harinas,11121,Harinas y derivados,56,Harinas de maíz,18,normal,1,11 02,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1112,Harinas,11121,Harinas y derivados,57,Maicena (fécula de maíz) /Maicera (harina de maíz procesada),0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1112,Harinas,11121,Harinas y derivados,58,Harina de trigo,0,exentos,0,11 01,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1112,Harinas,11121,Harinas y derivados,59,Harina de negrito (fécula de trigo),18,normal,1,11 01,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1112,Harinas,11121,Harinas y derivados,60,Harina de panqueques,18,normal,1,11 01,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1112,Harinas,11121,Harinas y derivados,61,Harina de plátano,18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1112,Harinas,11121,Harinas y derivados,62,Sémola de maíz,0,exentos,0,11 03,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11131,Arroz,65,Arroz súper-selecto o premium,0,exentos,0,10 06,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11131,Arroz,66,Arroz selecto,0,exentos,0,10 06,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11131,Arroz,67,Arroz corriente,0,exentos,0,10 06,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11131,Arroz,69,Arroz integral,0,exentos,0,10 06,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11132,Otros cereales y derivados,71,Avena en hojuela o entera,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11132,Otros cereales y derivados,72,Avena molida saborizada (Frescavena y otras),18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11132,Otros cereales y derivados,73,Cereales de arroz,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11132,Otros cereales y derivados,74,Cereales con frutas,18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11132,Otros cereales y derivados,75,Cereales de trigo,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11132,Otros cereales y derivados,76,"Corn Flakes (incluye rice flakes, cereales de chocolates, frutas y demás)",18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11132,Otros cereales y derivados,77,Granola,18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11132,Otros cereales y derivados,78,"Cereales integrales (corn flakes integral, bran flakes y demás)",18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11132,Otros cereales y derivados,79,Barra de cereales (de granola y otros),18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11132,Otros cereales y derivados,80,Trigo,0,exentos,0,10 01,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11132,Otros cereales y derivados,81,Germen de trigo,0,exentos,0,10 01,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11132,Otros cereales y derivados,82,Maíz en mazorca seco,0,exentos,0,10 05,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11132,Otros cereales y derivados,83,Maíz en grano,0,exentos,0,10 05,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1113,Cereales,11132,Otros cereales y derivados,84,Maíz para hacer rositas (palomitas),18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1114,Pastas,11141,Fideos y pastas secos,86,Coditos,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1114,Pastas,11141,Fideos y pastas secos,87,Fideos,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1114,Pastas,11141,Fideos y pastas secos,88,Spag1hetti,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1114,Pastas,11141,Fideos y pastas secos,89,Tallarines,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1114,Pastas,11141,Fideos y pastas secos,90,Pastas integrales,18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,111,Pan y cereales (ND),1114,Pastas,11141,Fideos y pastas secos,92,Lasagña,18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11211,"Carnes frescas, refrigeradas y congeladas de vacuno",94,Bola de lomo,0,exentos,0,02 01,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11211,"Carnes frescas, refrigeradas y congeladas de vacuno",95,Boliche limpio,0,exentos,0,02 01,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11211,"Carnes frescas, refrigeradas y congeladas de vacuno",96,Cadera limpia,0,exentos,0,02 01,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11211,"Carnes frescas, refrigeradas y congeladas de vacuno",97,Carne molida de res,0,exentos,0,02 01,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11211,"Carnes frescas, refrigeradas y congeladas de vacuno",98,Carne no. 7,0,exentos,0,02 01,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11211,"Carnes frescas, refrigeradas y congeladas de vacuno",99,Carne preparada para bistec,0,exentos,0,02 01,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11211,"Carnes frescas, refrigeradas y congeladas de vacuno",100,Rotí,0,exentos,0,02 01,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11211,"Carnes frescas, refrigeradas y congeladas de vacuno",101,Pecho,0,exentos,0,02 01,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11211,"Carnes frescas, refrigeradas y congeladas de vacuno",104,Filete,0,exentos,0,02 01,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11211,"Carnes frescas, refrigeradas y congeladas de vacuno",105,Bistec de palomilla,0,exentos,0,02 01,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1124,Visceras y menudencias frescas y congeladas,11241,"Visceras y menudencias, refrigeradas y congeladas de vacuno",106,Rabo de res,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11211,"Carnes frescas, refrigeradas y congeladas de vacuno",107,Pata de res,0,exentos,0,02 01,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11211,"Carnes frescas, refrigeradas y congeladas de vacuno",108,Carne corriente de res,0,exentos,0,02 01,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11212,"Carnes frescas, refrigeradas y congeladas de aves",110,Pollo fresco,0,exentos,0,0207 11,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11212,"Carnes frescas, refrigeradas y congeladas de aves",111,Pollo congelado,0,exentos,0,0207 11,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11212,"Carnes frescas, refrigeradas y congeladas de aves",112,Pechuga de pollo,0,exentos,0,0207 11,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11212,"Carnes frescas, refrigeradas y congeladas de aves",113,Filete de pechuga (deshuesada) de pollo,0,exentos,0,0207 11,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11212,"Carnes frescas, refrigeradas y congeladas de aves",114,Muslos de pollo,0,exentos,0,0207 11,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11212,"Carnes frescas, refrigeradas y congeladas de aves",115,Alitas de pollo,0,exentos,0,0207 11,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11212,"Carnes frescas, refrigeradas y congeladas de aves",116,Carne molida de pollo,0,exentos,0,0207 11,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11212,"Carnes frescas, refrigeradas y congeladas de aves",117,Carne de gallina,0,exentos,0,0207 11,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11212,"Carnes frescas, refrigeradas y congeladas de aves",118,Carne de guinea,0,exentos,0,0207 11,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11212,"Carnes frescas, refrigeradas y congeladas de aves",119,Carne de pato,0,exentos,0,0207 11,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11212,"Carnes frescas, refrigeradas y congeladas de aves",120,Carne de pavo,0,exentos,0,0207 11,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1124,Visceras y menudencias frescas y congeladas,11242,"Visceras y menudencias, refrigeradas y congeladas de aves",121,Hígado de pollo,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1124,Visceras y menudencias frescas y congeladas,11242,"Visceras y menudencias, refrigeradas y congeladas de aves",122,Molleja de pollo,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11212,"Carnes frescas, refrigeradas y congeladas de aves",123,Pico y pala de pollo,0,exentos,0,0207 11,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11213,"Carnes frescas, refrigeradas y congeladas de porcino",125,Lomo de Cerdo,0,exentos,0,02 03,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11213,"Carnes frescas, refrigeradas y congeladas de porcino",126,Masa de cerdo,0,exentos,0,02 03,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11213,"Carnes frescas, refrigeradas y congeladas de porcino",127,Pierna de cerdo,0,exentos,0,02 03,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11213,"Carnes frescas, refrigeradas y congeladas de porcino",128,Carne corriente de cerdo,0,exentos,0,02 03,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11213,"Carnes frescas, refrigeradas y congeladas de porcino",129,Carne de cabeza decerdo,0,exentos,0,02 03,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11213,"Carnes frescas, refrigeradas y congeladas de porcino",130,Capa de carne cerdo,0,exentos,0,02 03,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11213,"Carnes frescas, refrigeradas y congeladas de porcino",131,Chuleta de cerdo fresca,0,exentos,0,02 03,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11213,"Carnes frescas, refrigeradas y congeladas de porcino",132,Costillas-pecho de cerdo,0,exentos,0,02 03,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11213,"Carnes frescas, refrigeradas y congeladas de porcino",133,Carne molida de cerdo,0,exentos,0,02 03,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11213,"Carnes frescas, refrigeradas y congeladas de porcino",134,Patica de cerdo,0,exentos,0,02 03,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1124,Visceras y menudencias frescas y congeladas,11243,"Visceras y menudencias, refrigeradas y congeladas de porcino",135,Rabo de cerdo,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1121,Carnes frescas y congeladas,11214,"Carnes frescas, refrigeradas  y congeladas de otro tipo",137,Carne de chivo,0,exentos,0,02 06,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1124,Visceras y menudencias frescas y congeladas,11241,"Visceras y menudencias, refrigeradas y congeladas de vacuno",140,Bofe de res,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1124,Visceras y menudencias frescas y congeladas,11241,"Visceras y menudencias, refrigeradas y congeladas de vacuno",141,Corazón de res,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1124,Visceras y menudencias frescas y congeladas,11241,"Visceras y menudencias, refrigeradas y congeladas de vacuno",142,Lengua de res,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1124,Visceras y menudencias frescas y congeladas,11241,"Visceras y menudencias, refrigeradas y congeladas de vacuno",143,Hígado de res,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1124,Visceras y menudencias frescas y congeladas,11241,"Visceras y menudencias, refrigeradas y congeladas de vacuno",145,Mondongo de res,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1124,Visceras y menudencias frescas y congeladas,11243,"Visceras y menudencias, refrigeradas y congeladas de porcino",146,Lengua de cerdo,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1124,Visceras y menudencias frescas y congeladas,11241,"Visceras y menudencias, refrigeradas y congeladas de vacuno",147,Riñón de res,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1124,Visceras y menudencias frescas y congeladas,11243,"Visceras y menudencias, refrigeradas y congeladas de porcino",149,Mondongo de cerdo,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1124,Visceras y menudencias frescas y congeladas,11243,"Visceras y menudencias, refrigeradas y congeladas de porcino",151,Entresijo de cerdo,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1122,Carnes Preparadas y Procesadas,11221,Preparados en base a carne,154,Carne ahumada de pollo,18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1122,Carnes Preparadas y Procesadas,11221,Preparados en base a carne,157,Carne de Chimichurri,18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1122,Carnes Preparadas y Procesadas,11221,Preparados en base a carne,158,Hamburguesas para cocinar de carne,18,normal,1,,4,7
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1122,Carnes Preparadas y Procesadas,11221,Preparados en base a carne,159,Chuleta ahumada,0,exentos,0,,4,8
1,ALIMENTOS Y BEBIDAS NO ALCOHOLICAS,11,ALIMENTOS,112,Carne (ND),1122,Carnes Preparadas y Procesadas,11221,Preparados en base a carne,160,Lacón ahumado,18,normal,1,,4,7
